item_id,title,category,era,price,popularity_score
56,Antique Ming Dynasty Clock,clock,Ming Dynasty,882.14,92.09
57,Antique 17th Century Watch,watch,17th Century,604.15,92.86
58,Antique Roman Clock,clock,Roman,1297.44,31.28
59,Antique 17th Century Coin,coin,17th Century,311.59,38.82
60,Antique Ming Dynasty Painting,painting,Ming Dynasty,667.87,14.81
61,Antique 19th Century Painting,painting,19th Century,633.1,99.79
62,Antique 19th Century Pottery,pottery,19th Century,503.97,69.71
63,Antique Victorian Furniture,furniture,Victorian,223.55,50.63
64,Antique Victorian Coin,coin,Victorian,865.39,26.55
65,Antique Victorian Coin,coin,Victorian,65.94,96.94
66,Antique Greek Pottery,pottery,Greek,151.71,59.92
67,Antique 17th Century Sculpture,sculpture,17th Century,77.59,80.25
68,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,575.33,91.52
69,Antique 18th Century Crown,crown,18th Century,102.92,45.68
70,Antique Victorian Coin,coin,Victorian,521.27,60.08
71,Antique Ming Dynasty Watch,watch,Ming Dynasty,353.44,41.95
72,Antique 18th Century Sculpture,sculpture,18th Century,119.41,78.56
73,Antique 19th Century Painting,painting,19th Century,367.68,45.41
74,Antique 18th Century Crown,crown,18th Century,89.65,44.27
75,Antique Greek Watch,watch,Greek,1516.72,5.1
76,Antique Ming Dynasty Watch,watch,Ming Dynasty,355.83,8.47
77,Antique Roman Clock,clock,Roman,158.72,35.86
78,Antique Roman Pottery,pottery,Roman,306.64,38.09
79,Antique 18th Century Watch,watch,18th Century,4558.7,47.03
80,Antique Victorian Furniture,furniture,Victorian,517.6,8.42
81,Antique Victorian Painting,painting,Victorian,609.61,19.89
82,Antique Greek Clothes,clothes,Greek,446.15,29.86
83,Antique 18th Century Pottery,pottery,18th Century,171.57,10.66
84,Antique Ming Dynasty Watch,watch,Ming Dynasty,155.79,80.63
85,Antique Roman Watch,watch,Roman,96.92,84.69
86,Antique Victorian Sculpture,sculpture,Victorian,350.28,92.79
87,Antique 19th Century Pottery,pottery,19th Century,281.94,80.3
88,Antique Victorian Watch,watch,Victorian,267.56,76.33
89,Antique Roman Painting,painting,Roman,1163.36,21.86
90,Antique Ming Dynasty Painting,painting,Ming Dynasty,553.91,16.1
91,Antique 18th Century Clothes,clothes,18th Century,640.34,53.92
92,Antique 18th Century Coin,coin,18th Century,50.84,83.03
93,Antique 18th Century Clock,clock,18th Century,674.84,75.45
94,Antique Greek Crown,crown,Greek,1083.46,6.19
95,Antique Greek Coin,coin,Greek,1243.14,71.4
96,Antique 18th Century Sculpture,sculpture,18th Century,807.74,68.73
97,Antique 17th Century Clothes,clothes,17th Century,199.98,21.22
98,Antique 18th Century Sculpture,sculpture,18th Century,280.17,9.38
99,Antique Victorian Sculpture,sculpture,Victorian,251.89,97.8
100,Antique Greek Crown,crown,Greek,1001.47,91.14
101,Antique Roman Sculpture,sculpture,Roman,631.2,48.45
102,Antique 18th Century Clothes,clothes,18th Century,214.33,11.33
103,Antique 19th Century Furniture,furniture,19th Century,1880.31,56.44
104,Antique 17th Century Painting,painting,17th Century,97.66,24.94
105,Antique 17th Century Watch,watch,17th Century,158.67,43.44
106,Antique Greek Clothes,clothes,Greek,380.7,52.63
107,Antique 17th Century Pottery,pottery,17th Century,2055.42,86.04
108,Antique Ming Dynasty Coin,coin,Ming Dynasty,158.44,13.03
109,Antique Ming Dynasty Painting,painting,Ming Dynasty,93.46,60.97
110,Antique Ming Dynasty Crown,crown,Ming Dynasty,275.33,48.02
111,Antique 18th Century Sculpture,sculpture,18th Century,2062.45,45.45
112,Antique Roman Painting,painting,Roman,216.25,66.67
113,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,202.41,35.23
114,Antique Roman Clock,clock,Roman,127.45,69.86
115,Antique Roman Pottery,pottery,Roman,1126.33,86.54
116,Antique 19th Century Painting,painting,19th Century,473.63,29.67
117,Antique 19th Century Furniture,furniture,19th Century,1727.2,82.9
118,Antique Greek Pottery,pottery,Greek,298.54,19.26
119,Antique Greek Sculpture,sculpture,Greek,747.02,31.38
120,Antique 17th Century Coin,coin,17th Century,95.56,20.83
121,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,330.9,23.79
122,Antique 17th Century Crown,crown,17th Century,433.43,59.82
123,Antique Greek Watch,watch,Greek,211.29,86.28
124,Antique Greek Furniture,furniture,Greek,424.18,57.7
125,Antique 18th Century Sculpture,sculpture,18th Century,831.43,39.73
126,Antique Ming Dynasty Coin,coin,Ming Dynasty,579.79,92.61
127,Antique Greek Pottery,pottery,Greek,711.12,0.57
128,Antique 18th Century Crown,crown,18th Century,809.47,92.22
129,Antique Ming Dynasty Painting,painting,Ming Dynasty,746.46,48.8
130,Antique 17th Century Furniture,furniture,17th Century,393.67,88.9
131,Antique 19th Century Furniture,furniture,19th Century,1024.81,41.77
132,Antique 19th Century Painting,painting,19th Century,1398.68,49.63
133,Antique Greek Painting,painting,Greek,88.7,88.5
134,Antique Roman Coin,coin,Roman,537.82,86.38
135,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,1321.18,45.96
136,Antique Roman Coin,coin,Roman,596.56,63.49
137,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,363.52,16.65
138,Antique 19th Century Clock,clock,19th Century,1346.66,67.91
139,Antique Greek Furniture,furniture,Greek,65.47,74.92
140,Antique 18th Century Furniture,furniture,18th Century,678.89,67.64
141,Antique 19th Century Sculpture,sculpture,19th Century,395.47,22.56
142,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,410.11,43.33
143,Antique Victorian Clothes,clothes,Victorian,10359.5,56.26
144,Antique 18th Century Painting,painting,18th Century,590.29,67.83
145,Antique 19th Century Coin,coin,19th Century,1202.77,61.85
146,Antique Victorian Sculpture,sculpture,Victorian,218.39,44.33
147,Antique Roman Coin,coin,Roman,595.19,77.56
148,Antique Ming Dynasty Pottery,pottery,Ming Dynasty,543.41,25.99
149,Antique Roman Pottery,pottery,Roman,148.61,74.07
150,Antique 18th Century Crown,crown,18th Century,445.45,94.12
151,Antique Greek Coin,coin,Greek,287.75,41.03
152,Antique Greek Watch,watch,Greek,278.3,35.23
153,Antique 18th Century Sculpture,sculpture,18th Century,4620.299999999999,80.26
154,Antique 17th Century Clock,clock,17th Century,79.3,76.01
155,Antique Victorian Sculpture,sculpture,Victorian,377.06,18.53
156,Antique 19th Century Crown,crown,19th Century,270.52,41.67
157,Antique 19th Century Pottery,pottery,19th Century,69.19,88.31
158,Antique Greek Clothes,clothes,Greek,160.89,97.32
159,Antique Roman Clothes,clothes,Roman,185.24,55.32
160,Antique Ming Dynasty Coin,coin,Ming Dynasty,103.46,17.51
161,Antique 17th Century Coin,coin,17th Century,90.46,58.34
162,Antique 18th Century Coin,coin,18th Century,422.22,93.99
163,Antique 18th Century Watch,watch,18th Century,297.81,72.92
164,Antique Greek Clock,clock,Greek,562.26,48.06
165,Antique 18th Century Watch,watch,18th Century,229.72,61.2
166,Antique 19th Century Furniture,furniture,19th Century,624.54,10.68
167,Antique 18th Century Clothes,clothes,18th Century,424.13,70.94
168,Antique Ming Dynasty Pottery,pottery,Ming Dynasty,483.45,39.06
169,Antique 18th Century Coin,coin,18th Century,1160.75,39.58
170,Antique Victorian Furniture,furniture,Victorian,56.72,36.82
171,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,68.63,25.44
172,Antique 19th Century Sculpture,sculpture,19th Century,1071.12,48.38
173,Antique Ming Dynasty Watch,watch,Ming Dynasty,825.27,52.17
174,Antique 17th Century Crown,crown,17th Century,8646.6,50.2
175,Antique Victorian Painting,painting,Victorian,240.81,90.17
176,Antique Roman Clothes,clothes,Roman,946.62,35.59
177,Antique 19th Century Sculpture,sculpture,19th Century,4778.5,85.53
178,Antique Roman Clothes,clothes,Roman,164.46,94.7
179,Antique Ming Dynasty Coin,coin,Ming Dynasty,634.56,59.47
180,Antique Roman Watch,watch,Roman,112.58,37.88
181,Antique 17th Century Crown,crown,17th Century,1026.47,59.72
182,Antique 19th Century Watch,watch,19th Century,182.11,3.83
183,Antique 19th Century Clock,clock,19th Century,597.03,69.9
184,Antique Roman Furniture,furniture,Roman,72.97,83.18
185,Antique Greek Watch,watch,Greek,266.86,94.31
186,Antique 18th Century Coin,coin,18th Century,1577.93,65.76
187,Antique Victorian Furniture,furniture,Victorian,14736.099999999999,96.15
188,Antique Roman Painting,painting,Roman,289.66,45.9
189,Antique Victorian Sculpture,sculpture,Victorian,614.03,69.68
190,Antique Ming Dynasty Watch,watch,Ming Dynasty,730.1,51.71
191,Antique 19th Century Painting,painting,19th Century,1110.3,49.62
192,Antique Roman Clock,clock,Roman,205.93,90.0
193,Antique 17th Century Watch,watch,17th Century,112.65,61.23
194,Antique Greek Furniture,furniture,Greek,2905.15,99.45
195,Antique Victorian Coin,coin,Victorian,931.38,81.86
196,Antique Victorian Painting,painting,Victorian,1030.21,54.81
197,Antique 17th Century Watch,watch,17th Century,83.01,1.66
198,Antique 18th Century Clothes,clothes,18th Century,615.83,79.54
199,Antique 18th Century Painting,painting,18th Century,433.49,15.54
200,Antique 18th Century Painting,painting,18th Century,64.13,17.22
201,Antique Roman Watch,watch,Roman,526.66,94.36
202,Antique 19th Century Furniture,furniture,19th Century,17240.8,78.9
203,Antique 17th Century Watch,watch,17th Century,89.35,6.67
204,Antique 19th Century Coin,coin,19th Century,377.95,67.23
205,Antique Ming Dynasty Watch,watch,Ming Dynasty,350.21,0.44
206,Antique 18th Century Clothes,clothes,18th Century,710.57,19.9
207,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,614.43,92.3
208,Antique Ming Dynasty Crown,crown,Ming Dynasty,489.9,62.48
209,Antique 17th Century Crown,crown,17th Century,247.55,85.67
210,Antique 19th Century Sculpture,sculpture,19th Century,727.22,60.17
211,Antique 17th Century Watch,watch,17th Century,532.02,93.24
212,Antique Greek Watch,watch,Greek,275.82,52.76
213,Antique Roman Coin,coin,Roman,62.14,8.22
214,Antique Roman Sculpture,sculpture,Roman,521.17,24.5
215,Antique 19th Century Pottery,pottery,19th Century,2507.2999999999997,12.95
216,Antique 17th Century Furniture,furniture,17th Century,856.83,1.47
217,Antique Roman Clothes,clothes,Roman,409.59,6.62
218,Antique Roman Painting,painting,Roman,158.89,12.55
219,Antique 18th Century Coin,coin,18th Century,186.78,90.26
220,Antique 17th Century Furniture,furniture,17th Century,168.94,9.16
221,Antique Greek Pottery,pottery,Greek,870.77,40.29
222,Antique Victorian Crown,crown,Victorian,452.26,51.6
223,Antique 18th Century Painting,painting,18th Century,1080.77,74.7
224,Antique 19th Century Furniture,furniture,19th Century,529.6,4.19
225,Antique Victorian Clock,clock,Victorian,541.62,78.57
226,Antique Roman Furniture,furniture,Roman,2100.79,34.99
227,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,304.29,52.18
228,Antique Victorian Clothes,clothes,Victorian,170.1,20.59
229,Antique 19th Century Pottery,pottery,19th Century,201.57,18.48
230,Antique 18th Century Clothes,clothes,18th Century,69.15,97.59
231,Antique 18th Century Pottery,pottery,18th Century,187.03,46.97
232,Antique Ming Dynasty Pottery,pottery,Ming Dynasty,2014.9,80.53
233,Antique 18th Century Pottery,pottery,18th Century,349.42,35.26
234,Antique 17th Century Crown,crown,17th Century,176.27,35.58
235,Antique 18th Century Watch,watch,18th Century,999.44,84.87
236,Antique 18th Century Sculpture,sculpture,18th Century,488.6,7.55
237,Antique Victorian Sculpture,sculpture,Victorian,413.21,33.48
238,Antique 17th Century Clothes,clothes,17th Century,701.91,30.7
239,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,423.06,68.52
240,Antique 17th Century Coin,coin,17th Century,1180.92,53.82
241,Antique 18th Century Coin,coin,18th Century,260.28,4.5
242,Antique Roman Coin,coin,Roman,475.53,43.42
243,Antique 17th Century Clothes,clothes,17th Century,155.58,73.32
244,Antique 17th Century Coin,coin,17th Century,622.53,79.03
245,Antique Roman Crown,crown,Roman,456.3,96.68
246,Antique Ming Dynasty Watch,watch,Ming Dynasty,1689.56,30.12
247,Antique 18th Century Sculpture,sculpture,18th Century,591.74,14.35
248,Antique 19th Century Coin,coin,19th Century,551.58,17.66
249,Antique Roman Coin,coin,Roman,260.33,44.27
250,Antique Roman Furniture,furniture,Roman,368.21,29.33
251,Antique Victorian Clothes,clothes,Victorian,597.52,23.16
252,Antique 18th Century Furniture,furniture,18th Century,266.92,84.79
253,Antique Victorian Pottery,pottery,Victorian,260.86,59.36
254,Antique Greek Crown,crown,Greek,93.52,28.63
255,Antique Greek Painting,painting,Greek,224.56,28.51
256,Antique Ming Dynasty Clock,clock,Ming Dynasty,2325.52,17.81
257,Antique Ming Dynasty Coin,coin,Ming Dynasty,429.18,76.42
258,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,280.43,37.04
259,Antique Ming Dynasty Painting,painting,Ming Dynasty,465.85,36.69
260,Antique Victorian Watch,watch,Victorian,791.19,39.35
261,Antique Greek Sculpture,sculpture,Greek,1277.88,18.27
262,Antique Roman Watch,watch,Roman,324.85,21.65
263,Antique Greek Watch,watch,Greek,500.76,25.66
264,Antique 17th Century Pottery,pottery,17th Century,793.08,81.16
265,Antique Ming Dynasty Watch,watch,Ming Dynasty,68.21,44.21
266,Antique 17th Century Clock,clock,17th Century,2349.79,3.02
267,Antique Ming Dynasty Watch,watch,Ming Dynasty,228.82,64.22
268,Antique 18th Century Sculpture,sculpture,18th Century,263.22,31.36
269,Antique 18th Century Coin,coin,18th Century,295.54,24.26
270,Antique Greek Clothes,clothes,Greek,140.65,32.26
271,Antique 18th Century Clothes,clothes,18th Century,202.95,87.56
272,Antique Victorian Clothes,clothes,Victorian,276.73,97.98
273,Antique Greek Clothes,clothes,Greek,138.98,15.37
274,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,1452.76,20.25
275,Antique Ming Dynasty Painting,painting,Ming Dynasty,158.46,40.26
276,Antique 19th Century Crown,crown,19th Century,963.28,96.77
277,Antique 18th Century Pottery,pottery,18th Century,219.09,61.93
278,Antique Roman Clock,clock,Roman,1542.48,0.66
279,Antique Greek Sculpture,sculpture,Greek,1511.54,1.4
280,Antique Ming Dynasty Clock,clock,Ming Dynasty,829.17,45.87
281,Antique Victorian Furniture,furniture,Victorian,188.82,43.01
282,Antique Victorian Sculpture,sculpture,Victorian,589.57,81.7
283,Antique Roman Coin,coin,Roman,376.93,21.89
284,Antique Ming Dynasty Crown,crown,Ming Dynasty,745.38,47.65
285,Antique 18th Century Sculpture,sculpture,18th Century,834.05,94.74
286,Antique Victorian Clothes,clothes,Victorian,526.08,10.73
287,Antique Greek Clothes,clothes,Greek,151.07,59.95
288,Antique Greek Coin,coin,Greek,428.82,82.92
289,Antique Greek Furniture,furniture,Greek,723.28,83.68
290,Antique 18th Century Crown,crown,18th Century,132.3,7.77
291,Antique Victorian Coin,coin,Victorian,277.85,40.28
292,Antique 17th Century Clock,clock,17th Century,987.16,24.03
293,Antique Greek Furniture,furniture,Greek,889.68,56.17
294,Antique 19th Century Clothes,clothes,19th Century,1786.03,86.82
295,Antique Greek Clothes,clothes,Greek,437.96,88.94
296,Antique 19th Century Pottery,pottery,19th Century,220.34,93.23
297,Antique Victorian Coin,coin,Victorian,572.79,31.12
298,Antique 18th Century Pottery,pottery,18th Century,1036.71,50.17
299,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,541.87,49.53
300,Antique 17th Century Clock,clock,17th Century,200.61,94.87
301,Antique Greek Coin,coin,Greek,212.77,59.28
302,Antique Victorian Clock,clock,Victorian,693.63,48.37
303,Antique Roman Painting,painting,Roman,243.97,88.81
304,Antique 17th Century Clothes,clothes,17th Century,952.58,3.39
305,Antique 18th Century Clock,clock,18th Century,2818.89,48.41
306,Antique 19th Century Coin,coin,19th Century,729.7,0.63
307,Antique Victorian Clothes,clothes,Victorian,128.17,77.65
308,Antique Roman Painting,painting,Roman,171.35,7.98
309,Antique 19th Century Coin,coin,19th Century,1672.31,11.83
310,Antique Victorian Coin,coin,Victorian,514.19,99.89
311,Antique Greek Painting,painting,Greek,191.77,4.1
312,Antique Roman Furniture,furniture,Roman,649.03,8.18
313,Antique 19th Century Coin,coin,19th Century,382.85,37.29
314,Antique 17th Century Crown,crown,17th Century,765.62,35.68
315,Antique Roman Crown,crown,Roman,2073.3,35.03
316,Antique 19th Century Pottery,pottery,19th Century,908.4000000000001,73.36
317,Antique Victorian Sculpture,sculpture,Victorian,1189.55,73.45
318,Antique 18th Century Sculpture,sculpture,18th Century,215.99,84.13
319,Antique 19th Century Clothes,clothes,19th Century,4240.7,48.4
320,Antique 17th Century Watch,watch,17th Century,1453.58,70.19
321,Antique 19th Century Pottery,pottery,19th Century,199.21,87.83
322,Antique 18th Century Crown,crown,18th Century,73.36,2.08
323,Antique Victorian Crown,crown,Victorian,1428.72,4.64
324,Antique Roman Painting,painting,Roman,596.96,87.99
325,Antique 19th Century Coin,coin,19th Century,2224.23,94.72
326,Antique Roman Painting,painting,Roman,553.33,94.94
327,Antique Ming Dynasty Painting,painting,Ming Dynasty,1664.4,52.89
328,Antique 18th Century Clock,clock,18th Century,188.94,2.79
329,Antique Victorian Crown,crown,Victorian,391.64,36.05
330,Antique Roman Pottery,pottery,Roman,520.59,61.65
331,Antique 19th Century Sculpture,sculpture,19th Century,2377.75,99.34
332,Antique Victorian Clothes,clothes,Victorian,312.93,21.57
333,Antique 19th Century Pottery,pottery,19th Century,179.0,19.87
334,Antique Roman Crown,crown,Roman,602.1,24.2
335,Antique Victorian Sculpture,sculpture,Victorian,9023.2,50.22
336,Antique 19th Century Clock,clock,19th Century,652.53,10.23
337,Antique 19th Century Crown,crown,19th Century,791.03,58.61
338,Antique Victorian Pottery,pottery,Victorian,282.26,52.04
339,Antique 18th Century Furniture,furniture,18th Century,134.03,10.69
340,Antique Greek Pottery,pottery,Greek,184.87,74.03
341,Antique 18th Century Crown,crown,18th Century,456.44,89.25
342,Antique 17th Century Furniture,furniture,17th Century,667.57,66.34
343,Antique Victorian Pottery,pottery,Victorian,673.09,88.36
344,Antique Victorian Sculpture,sculpture,Victorian,1053.96,43.52
345,Antique Roman Watch,watch,Roman,787.81,8.61
346,Antique 18th Century Watch,watch,18th Century,285.53,26.29
347,Antique Victorian Clock,clock,Victorian,230.3,13.12
348,Antique Roman Sculpture,sculpture,Roman,236.96,71.05
349,Antique Ming Dynasty Clock,clock,Ming Dynasty,287.22,85.49
350,Antique Greek Painting,painting,Greek,73.62,86.31
351,Antique 18th Century Coin,coin,18th Century,8945.599999999999,53.61
352,Antique 17th Century Pottery,pottery,17th Century,55.61,1.84
353,Antique Victorian Clock,clock,Victorian,826.17,57.27
354,Antique Greek Coin,coin,Greek,374.78,48.77
355,Antique Victorian Clock,clock,Victorian,853.66,58.48
356,Antique 17th Century Furniture,furniture,17th Century,75.11,68.06
357,Antique 19th Century Painting,painting,19th Century,528.37,99.48
358,Antique Ming Dynasty Clock,clock,Ming Dynasty,425.16,89.58
359,Antique 19th Century Furniture,furniture,19th Century,436.55,96.74
360,Antique Greek Coin,coin,Greek,62.08,32.83
361,Antique 19th Century Painting,painting,19th Century,318.86,63.97
362,Antique 18th Century Watch,watch,18th Century,240.08,9.01
363,Antique Greek Sculpture,sculpture,Greek,265.94,10.01
364,Antique 18th Century Painting,painting,18th Century,148.91,84.18
365,Antique Greek Painting,painting,Greek,7249.2,7.87
366,Antique Greek Sculpture,sculpture,Greek,293.7,33.43
367,Antique 19th Century Clothes,clothes,19th Century,6645.5,19.38
368,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,572.68,29.02
369,Antique 17th Century Sculpture,sculpture,17th Century,233.66,79.21
370,Antique 18th Century Clock,clock,18th Century,1043.51,77.08
371,Antique Victorian Watch,watch,Victorian,556.77,20.45
372,Antique Victorian Clock,clock,Victorian,383.99,53.91
373,Antique 17th Century Pottery,pottery,17th Century,1743.59,65.84
374,Antique 19th Century Watch,watch,19th Century,61.35,10.12
375,Antique Roman Watch,watch,Roman,5135.700000000001,21.68
376,Antique Victorian Furniture,furniture,Victorian,536.58,64.67
377,Antique 19th Century Furniture,furniture,19th Century,466.61,64.72
378,Antique Victorian Furniture,furniture,Victorian,93.93,47.73
379,Antique 19th Century Clock,clock,19th Century,102.06,77.33
380,Antique 18th Century Watch,watch,18th Century,1585.8,69.75
381,Antique Victorian Crown,crown,Victorian,85.5,47.98
382,Antique Greek Clothes,clothes,Greek,1441.37,28.55
383,Antique Roman Crown,crown,Roman,135.91,40.58
384,Antique 17th Century Clock,clock,17th Century,187.29,4.65
385,Antique Ming Dynasty Painting,painting,Ming Dynasty,782.24,36.54
386,Antique 17th Century Clock,clock,17th Century,199.33,63.46
387,Antique 18th Century Furniture,furniture,18th Century,273.53,7.86
388,Antique 18th Century Clothes,clothes,18th Century,61.97,67.79
389,Antique Ming Dynasty Coin,coin,Ming Dynasty,399.07,20.11
390,Antique 17th Century Pottery,pottery,17th Century,327.42,56.45
391,Antique Ming Dynasty Coin,coin,Ming Dynasty,62.71,91.35
392,Antique Greek Clock,clock,Greek,550.28,14.02
393,Antique Roman Painting,painting,Roman,372.41,34.17
394,Antique Victorian Painting,painting,Victorian,232.94,9.59
395,Antique Ming Dynasty Clothes,clothes,Ming Dynasty,92.39,1.06
396,Antique 17th Century Watch,watch,17th Century,234.48,33.6
397,Antique Greek Painting,painting,Greek,483.31,28.44
398,Antique Victorian Coin,coin,Victorian,140.63,38.31
399,Antique Ming Dynasty Furniture,furniture,Ming Dynasty,315.25,42.39
400,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,120.18,32.96
401,Antique Roman Clock,clock,Roman,402.87,31.91
402,Antique Ming Dynasty Pottery,pottery,Ming Dynasty,195.84,4.32
403,Antique Greek Sculpture,sculpture,Greek,216.35,56.31
404,Antique Ming Dynasty Clock,clock,Ming Dynasty,201.26,39.66
405,Antique Roman Pottery,pottery,Roman,1528.17,3.92
406,Antique Ming Dynasty Watch,watch,Ming Dynasty,102.21,40.27
407,Antique 19th Century Pottery,pottery,19th Century,1126.11,38.47
408,Antique 18th Century Furniture,furniture,18th Century,152.82,46.33
409,Antique Roman Sculpture,sculpture,Roman,833.7,30.08
410,Antique Ming Dynasty Crown,crown,Ming Dynasty,71.11,69.09
411,Antique Greek Crown,crown,Greek,4296.4,41.92
412,Antique 18th Century Furniture,furniture,18th Century,1395.1,7.96
413,Antique 18th Century Coin,coin,18th Century,359.87,73.68
414,Antique Ming Dynasty Sculpture,sculpture,Ming Dynasty,271.25,74.8
415,Antique Victorian Painting,painting,Victorian,168.35,38.01
416,Antique Greek Sculpture,sculpture,Greek,163.36,89.04
417,Antique Roman Painting,painting,Roman,95.21,1.57
418,Antique Greek Furniture,furniture,Greek,69.14,27.42
419,Antique 18th Century Furniture,furniture,18th Century,157.73,92.28
420,Antique 18th Century Pottery,pottery,18th Century,953.43,32.41
421,Antique Victorian Crown,crown,Victorian,198.25,47.32
422,Antique 17th Century Painting,painting,17th Century,76.23,57.89
423,Antique Ming Dynasty Coin,coin,Ming Dynasty,626.09,28.94
424,Antique 19th Century Painting,painting,19th Century,62.0,16.14
425,Antique 18th Century Painting,painting,18th Century,555.12,61.64
426,Antique 18th Century Pottery,pottery,18th Century,328.68,97.9
427,Antique Greek Clothes,clothes,Greek,131.93,98.04
428,Antique Roman Sculpture,sculpture,Roman,570.98,14.01
429,Antique 17th Century Coin,coin,17th Century,228.19,63.02
430,Antique Greek Crown,crown,Greek,855.72,40.71
431,Antique 18th Century Clock,clock,18th Century,108.55,42.31
432,Antique Ming Dynasty Watch,watch,Ming Dynasty,698.14,34.08
433,Antique Roman Furniture,furniture,Roman,836.75,72.16
434,Antique Greek Pottery,pottery,Greek,701.76,12.44
435,Antique 18th Century Clock,clock,18th Century,1265.4,50.15
436,Antique Greek Clock,clock,Greek,415.48,51.38
437,Antique 18th Century Pottery,pottery,18th Century,285.53,74.68
438,Antique Ming Dynasty Coin,coin,Ming Dynasty,839.94,91.78
439,Antique Roman Sculpture,sculpture,Roman,725.05,3.03
440,Antique 18th Century Clock,clock,18th Century,420.55,10.05
441,Antique Ming Dynasty Watch,watch,Ming Dynasty,336.85,82.52
442,Antique 18th Century Crown,crown,18th Century,751.6,33.46
443,Antique 19th Century Crown,crown,19th Century,283.08,2.79
